"I'll have 2 Pasta Alfredo, and 2 Masala Dosa, and half Veggie Pizza","<amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> added. Please proceed to payment. Bill: <bill>.",,
"Please get me a plate of Club Sandwich, and 5 Fish Fry","Okay, <amount> <menuitem> <amount> <menuitem> added. You'll be charged <bill>.",,
"Give me half Chocolate Lava Cake, and 3 Fish Fry",Order confirmed: <amount> <menuitem> <amount> <menuitem>. Total amount is <bill>.,,
"I'll have 3 Tandoori Chicken, and 5 Pasta Alfredo",Sure! <amount> <menuitem> <amount> <menuitem> coming right up. Your total is <bill>.,,
"Kindly serve me half Greek Salad, and 4 Beef Kebab, and 3 Chocolate Lava Cake","Sure! <amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> coming right up. Your total is <bill>.",,
"Get me 5 Butter Naan, and 5 Club Sandwich",<amount> <menuitem> <amount> <menuitem> added successfully. The bill is <bill>.,,
Add a serving of Paneer Tikka,<amount> <menuitem>  added. Please proceed to payment. Bill: <bill>.,,
Kindly serve me 4 Samosa,Sure! <amount> <menuitem>  coming right up. Your total is <bill>.,,
Give me 3 Chocolate Lava Cake,Got it! <amount> <menuitem>  in your cart. Total: <bill>.,,
"Can you add a bowl of Paneer Tikka, and a serving of Mint Margarita, and a serving of Masala Dosa","<amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> added. Please proceed to payment. Bill: <bill>.",,
Kindly serve me 1 Beef Kebab,<amount> <menuitem>  added. Please proceed to payment. Bill: <bill>.,,
"I'll have a plate of Masala Dosa, and a serving of Beef Kebab, and a plate of Fish Fry","Order confirmed: <amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem>. Total amount is <bill>.",,
"Please get me 4 Mango Lassi, and 3 Butter Naan",<amount> <menuitem> <amount> <menuitem> added successfully. The bill is <bill>.,,
"I'll have 4 Mango Lassi, and half French Fries, and 5 Fish Fry","<amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> added successfully. The bill is <bill>.",,
I want half Pasta Alfredo,<amount> <menuitem>  added. Please proceed to payment. Bill: <bill>.,,
"Bring me half Paneer Tikka, and 2 French Fries",Confirmed: <amount> <menuitem> <amount> <menuitem>. Amount: <bill>.,,
"Kindly serve me 5 Veggie Pizza, and half Mutton Karahi",Got it! <amount> <menuitem> <amount> <menuitem> in your cart. Total: <bill>.,,
"Give me 5 Veggie Pizza, and a serving of Tandoori Chicken",<amount> <menuitem> <amount> <menuitem> added to your order. Your bill is <bill>.,,
"I'll have 3 Mango Lassi, and half Mint Margarita, and full Spring Rolls","Got it! <amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> in your cart. Total: <bill>.",,
Can you add 2 Spring Rolls,<amount> <menuitem>  added to your order. Your bill is <bill>.,,
"Can you add 5 Paneer Tikka, and 1 Veggie Pizza",<amount> <menuitem> <amount> <menuitem> added. Please proceed to payment. Bill: <bill>.,,
Get me a plate of Paneer Tikka,<amount> <menuitem>  added successfully. The bill is <bill>.,,
"I'd like 5 Spring Rolls, and a serving of Paneer Tikka, and 5 Mutton Karahi","<amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> added to your order. Your bill is <bill>.",,
"Please get me a bowl of Paneer Tikka, and a plate of Butter Naan, and a bowl of Chocolate Lava Cake","<amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> added to your order. Your bill is <bill>.",,
"Get me a bowl of Grilled Chicken Burger, and 2 Garlic Bread, and 2 Tandoori Chicken","Sure! <amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> coming right up. Your total is <bill>.",,
Bring me 3 Butter Naan,<amount> <menuitem>  added. Please proceed to payment. Bill: <bill>.,,
"Add a bowl of Club Sandwich, and 3 Chicken Biryani",<amount> <menuitem> <amount> <menuitem> added. Please proceed to payment. Bill: <bill>.,,
"I'll have a bowl of Butter Naan, and 2 Tandoori Chicken",<amount> <menuitem> <amount> <menuitem> added to your order. Your bill is <bill>.,,
"Order a plate of Greek Salad, and 2 Masala Dosa, and 5 Garlic Bread","Sure! <amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> coming right up. Your total is <bill>.",,
I'd like 5 Veggie Pizza,"Okay, <amount> <menuitem>  added. You'll be charged <bill>.",,
"Kindly serve me 5 Grilled Chicken Burger, and full Club Sandwich, and a serving of Mint Margarita","<amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> added successfully. The bill is <bill>.",,
Please get me a plate of Masala Dosa,Order confirmed: <amount> <menuitem> . Total amount is <bill>.,,
"Bring me a plate of Paneer Tikka, and 1 Beef Kebab",Got it! <amount> <menuitem> <amount> <menuitem> in your cart. Total: <bill>.,,
I want a bowl of Chicken Biryani,<amount> <menuitem>  added to your order. Your bill is <bill>.,,
"Give me a plate of Samosa, and 1 Grilled Chicken Burger, and half Masala Dosa","Confirmed: <amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem>. Amount: <bill>.",,
Order full Mutton Karahi,Order confirmed: <amount> <menuitem> . Total amount is <bill>.,,
"I'll have a plate of Chicken Biryani, and a bowl of Grilled Chicken Burger, and a bowl of Pasta Alfredo","Confirmed: <amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem>. Amount: <bill>.",,
"Order full Veggie Pizza, and 3 Paneer Tikka, and 1 Pasta Alfredo","<amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> added. Please proceed to payment. Bill: <bill>.",,
"Order a serving of Club Sandwich, and half Beef Kebab",<amount> <menuitem> <amount> <menuitem> added successfully. The bill is <bill>.,,
I'd like 5 Butter Naan,Confirmed: <amount> <menuitem> . Amount: <bill>.,,
Kindly serve me 4 Samosa,Order confirmed: <amount> <menuitem> . Total amount is <bill>.,,
"Get me a plate of Mango Lassi, and a bowl of Chicken Biryani, and half Butter Naan","Confirmed: <amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem>. Amount: <bill>.",,
"Give me full Veggie Pizza, and 4 Masala Dosa, and 1 Mint Margarita","<amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> added successfully. The bill is <bill>.",,
Bring me 1 Chocolate Lava Cake,Got it! <amount> <menuitem>  in your cart. Total: <bill>.,,
"I'll have 2 Masala Dosa, and 5 Veggie Pizza",<amount> <menuitem> <amount> <menuitem> added. Please proceed to payment. Bill: <bill>.,,
"Bring me 4 Tandoori Chicken, and 2 Mango Lassi",Sure! <amount> <menuitem> <amount> <menuitem> coming right up. Your total is <bill>.,,
Bring me a bowl of Veggie Pizza,Got it! <amount> <menuitem>  in your cart. Total: <bill>.,,
"Please get me 1 Mango Lassi, and a serving of Club Sandwich","Okay, <amount> <menuitem> <amount> <menuitem> added. You'll be charged <bill>.",,
Add a plate of French Fries,Order confirmed: <amount> <menuitem> . Total amount is <bill>.,,
"Order a serving of Beef Kebab, and 2 Mutton Karahi",Confirmed: <amount> <menuitem> <amount> <menuitem>. Amount: <bill>.,,
"I'd like 3 Mango Lassi, and 1 Spring Rolls, and a bowl of Grilled Chicken Burger","Got it! <amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> in your cart. Total: <bill>.",,
"Add 3 Mutton Karahi, and 5 Chocolate Lava Cake, and full Grilled Chicken Burger","<amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> added successfully. The bill is <bill>.",,
"Can you add a plate of Tandoori Chicken, and 1 Mint Margarita",Confirmed: <amount> <menuitem> <amount> <menuitem>. Amount: <bill>.,,
Get me 4 Masala Dosa,<amount> <menuitem>  added successfully. The bill is <bill>.,,
Get me 5 Beef Kebab,Sure! <amount> <menuitem>  coming right up. Your total is <bill>.,,
"I'd like a plate of Fish Fry, and a serving of Tandoori Chicken",<amount> <menuitem> <amount> <menuitem> added to your order. Your bill is <bill>.,,
"Get me 5 Club Sandwich, and 2 French Fries",Order confirmed: <amount> <menuitem> <amount> <menuitem>. Total amount is <bill>.,,
Kindly serve me a plate of French Fries,Sure! <amount> <menuitem>  coming right up. Your total is <bill>.,,
"Order 1 Club Sandwich, and 3 Paneer Tikka",Sure! <amount> <menuitem> <amount> <menuitem> coming right up. Your total is <bill>.,,
"I want full Mutton Karahi, and half Paneer Tikka",Sure! <amount> <menuitem> <amount> <menuitem> coming right up. Your total is <bill>.,,
Add a plate of Veggie Pizza,Got it! <amount> <menuitem>  in your cart. Total: <bill>.,,
"Can you add 3 Veggie Pizza, and half Grilled Chicken Burger, and half Mint Margarita","Got it! <amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> in your cart. Total: <bill>.",,
"I'd like full Mutton Karahi, and 1 Chicken Biryani",<amount> <menuitem> <amount> <menuitem> added to your order. Your bill is <bill>.,,
"Please get me 4 Beef Kebab, and 5 Butter Naan",Sure! <amount> <menuitem> <amount> <menuitem> coming right up. Your total is <bill>.,,
"Bring me full Pasta Alfredo, and a bowl of Beef Kebab",Confirmed: <amount> <menuitem> <amount> <menuitem>. Amount: <bill>.,,
"I'd like to order 3 Beef Kebab, and 5 Butter Naan, and full Chicken Biryani","Got it! <amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> in your cart. Total: <bill>.",,
"Add a plate of Tandoori Chicken, and 3 French Fries, and a plate of Chocolate Lava Cake","Okay, <amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> added. You'll be charged <bill>.",,
Bring me 3 Masala Dosa,Got it! <amount> <menuitem>  in your cart. Total: <bill>.,,
Add a plate of Chicken Biryani,Confirmed: <amount> <menuitem> . Amount: <bill>.,,
"Please get me a plate of Paneer Tikka, and 2 Samosa",Sure! <amount> <menuitem> <amount> <menuitem> coming right up. Your total is <bill>.,,
"Order a plate of Veggie Pizza, and 2 Garlic Bread, and 3 Mint Margarita","Confirmed: <amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem>. Amount: <bill>.",,
"Bring me a bowl of Greek Salad, and a plate of Mutton Karahi",Sure! <amount> <menuitem> <amount> <menuitem> coming right up. Your total is <bill>.,,
"Add half Fish Fry, and 3 Masala Dosa, and a serving of Samosa","Order confirmed: <amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem>. Total amount is <bill>.",,
Give me 3 Mutton Karahi,Got it! <amount> <menuitem>  in your cart. Total: <bill>.,,
"I want 4 Fish Fry, and 5 Grilled Chicken Burger",<amount> <menuitem> <amount> <menuitem> added successfully. The bill is <bill>.,,
"Order a bowl of Beef Kebab, and a bowl of Garlic Bread, and 5 Mango Lassi","Okay, <amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> added. You'll be charged <bill>.",,
Kindly serve me 4 Mango Lassi,Sure! <amount> <menuitem>  coming right up. Your total is <bill>.,,
"I'd like to order 3 Garlic Bread, and a bowl of Chocolate Lava Cake",Order confirmed: <amount> <menuitem> <amount> <menuitem>. Total amount is <bill>.,,
Give me a plate of Chicken Biryani,Confirmed: <amount> <menuitem> . Amount: <bill>.,,
"I want full Garlic Bread, and a serving of Mint Margarita","Okay, <amount> <menuitem> <amount> <menuitem> added. You'll be charged <bill>.",,
I'd like to order full Fish Fry,<amount> <menuitem>  added. Please proceed to payment. Bill: <bill>.,,
"Can you add a bowl of Veggie Pizza, and a plate of Fish Fry, and 5 Pasta Alfredo","Confirmed: <amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem>. Amount: <bill>.",,
"I'd like a serving of French Fries, and 5 Masala Dosa, and 2 Mutton Karahi","<amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> added. Please proceed to payment. Bill: <bill>.",,
"Order 5 Butter Naan, and a bowl of Spring Rolls",Confirmed: <amount> <menuitem> <amount> <menuitem>. Amount: <bill>.,,
"I'd like to order 2 Butter Naan, and a serving of Samosa",Sure! <amount> <menuitem> <amount> <menuitem> coming right up. Your total is <bill>.,,
"Can you add 1 Club Sandwich, and 2 Beef Kebab, and 2 Mango Lassi","Sure! <amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> coming right up. Your total is <bill>.",,
"I'd like 2 Pasta Alfredo, and 5 Grilled Chicken Burger, and a plate of Samosa","Sure! <amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> coming right up. Your total is <bill>.",,
"Add full Mutton Karahi, and 2 Paneer Tikka",Order confirmed: <amount> <menuitem> <amount> <menuitem>. Total amount is <bill>.,,
"Order a serving of Chocolate Lava Cake, and 5 Pasta Alfredo, and a plate of French Fries","Confirmed: <amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem>. Amount: <bill>.",,
"Get me a plate of Chicken Biryani, and full Club Sandwich, and 5 Greek Salad","Confirmed: <amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem>. Amount: <bill>.",,
Bring me full Masala Dosa,"Okay, <amount> <menuitem>  added. You'll be charged <bill>.",,
I'd like 2 Butter Naan,<amount> <menuitem>  added. Please proceed to payment. Bill: <bill>.,,
Order a serving of Tandoori Chicken,Confirmed: <amount> <menuitem> . Amount: <bill>.,,
"I'd like full Chocolate Lava Cake, and half Butter Naan",Sure! <amount> <menuitem> <amount> <menuitem> coming right up. Your total is <bill>.,,
Can you add 2 Mint Margarita,Got it! <amount> <menuitem>  in your cart. Total: <bill>.,,
Order a plate of Greek Salad,Confirmed: <amount> <menuitem> . Amount: <bill>.,,
"Order 5 Spring Rolls, and full Masala Dosa, and half Samosa","Got it! <amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> in your cart. Total: <bill>.",,
I want a bowl of Chicken Biryani,Sure! <amount> <menuitem>  coming right up. Your total is <bill>.,,
"I'll have a bowl of Pasta Alfredo, and a plate of Grilled Chicken Burger, and 3 Spring Rolls","<amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> added. Please proceed to payment. Bill: <bill>.",,
"I want a bowl of Pasta Alfredo, and 4 Mint Margarita, and a bowl of Club Sandwich","Order confirmed: <amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem>. Total amount is <bill>.",,
Get me a plate of Beef Kebab,<amount> <menuitem>  added to your order. Your bill is <bill>.,,
"I want 1 Mango Lassi, and half Butter Naan",Got it! <amount> <menuitem> <amount> <menuitem> in your cart. Total: <bill>.,,
Please get me half Spring Rolls,"Okay, <amount> <menuitem>  added. You'll be charged <bill>.",,
"Please get me 5 Tandoori Chicken, and 4 French Fries",<amount> <menuitem> <amount> <menuitem> added. Please proceed to payment. Bill: <bill>.,,
"Give me a serving of Mango Lassi, and half Samosa",<amount> <menuitem> <amount> <menuitem> added to your order. Your bill is <bill>.,,
